timestamp,armed,flight_mode,altitude_m,ground_speed_ms,battery_voltage_v,pitch_deg,roll_deg,yaw_deg,lat,lon,packets_rx,packet_loss_pct
1790032671.71,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,490,0.0
1790032671.76,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,493,0.0
1790032671.8,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,496,0.0
1790032671.85,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,499,0.0
1790032671.9,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,502,0.0
1790032671.96,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,506,0.0
1790032672.01,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,509,0.0
1790032672.05,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,512,0.0
1790032672.1,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,515,0.0
1790032672.15,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,518,0.0
1790032672.19,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,521,0.0
1790032672.24,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,524,0.0
1790032672.29,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,527,0.0
1790032672.33,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,530,0.0
1790032672.38,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,533,0.0
1790032672.42,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,536,0.0
1790032672.47,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,539,0.0
1790032672.51,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,542,0.0
1790032672.56,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,545,0.0
1790032672.61,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,548,0.0
1790032672.65,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,551,0.0
1790032672.7,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,554,0.0
1790032672.74,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,557,0.0
1790032672.79,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,560,0.0
1790032672.85,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,564,0.0
1790032672.9,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,567,0.0
1790032672.94,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,570,0.0
1790032672.99,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,573,0.0
1790032673.03,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,576,0.0
1790032673.08,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,579,0.0
1790032673.12,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,582,0.0
1790032673.17,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,585,0.0
1790032673.22,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,588,0.0
1790032673.26,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,591,0.0
1790032673.31,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,594,0.0
1790032673.36,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,597,0.0
1790032673.4,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,600,0.0
1790032673.45,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,603,0.0
1790032673.5,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,606,0.0
1790032673.54,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,609,0.0
1790032673.59,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,612,0.0
1790032673.64,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,615,0.0
1790032673.68,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,618,0.0
1790032673.73,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,621,0.0
1790032673.78,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,624,0.0
1790032673.82,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,627,0.0
1790032673.87,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,630,0.0
1790032673.92,0,GUIDED,0.0,0.0,12.36,0.0,0.0,0.0,33.92,-118.4,633,0.0
1790032673.96,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,636,0.0
1790032674.01,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,639,0.0
1790032674.06,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,642,0.0
1790032674.1,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,645,0.0
1790032674.15,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,648,0.0
1790032674.2,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,651,0.0
1790032674.24,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,654,0.0
1790032674.29,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,657,0.0
1790032674.34,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,660,0.0
1790032674.38,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,663,0.0
1790032674.43,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,666,0.0
1790032674.48,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,669,0.0
1790032674.52,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,672,0.0
1790032674.57,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,675,0.0
1790032674.63,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,679,0.0
1790032674.68,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,682,0.0
1790032674.72,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,685,0.0
1790032674.77,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,688,0.0
1790032674.82,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,691,0.0
1790032674.87,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,694,0.0
1790032674.91,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,697,0.0
1790032674.96,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,700,0.0
1790032675.0,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,703,0.0
1790032675.05,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,706,0.0
1790032675.1,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,709,0.0
1790032675.14,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,712,0.0
1790032675.19,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,715,0.0
1790032675.23,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,718,0.0
1790032675.28,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,721,0.0
1790032675.32,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,724,0.0
1790032675.37,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,727,0.0
1790032675.42,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,730,0.0
1790032675.46,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,733,0.0
1790032675.51,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,736,0.0
1790032675.56,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,739,0.0
1790032675.6,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,742,0.0
1790032675.65,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,745,0.0
1790032675.7,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,748,0.0
1790032675.74,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,751,0.0
1790032675.8,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,755,0.0
1790032675.85,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,758,0.0
1790032675.9,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,761,0.0
1790032675.94,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,764,0.0
1790032675.99,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,767,0.0
1790032676.03,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,770,0.0
1790032676.08,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,773,0.0
1790032676.13,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,776,0.0
1790032676.17,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,779,0.0
1790032676.22,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,782,0.0
1790032676.26,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,785,0.0
1790032676.31,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,788,0.0
1790032676.36,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,791,0.0
1790032676.4,0,GUIDED,0.0,0.0,12.35,0.0,0.0,0.0,33.92,-118.4,794,0.0
1790032676.45,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,797,0.0
1790032676.49,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,800,0.0
1790032676.54,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,803,0.0
1790032676.59,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,806,0.0
1790032676.63,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,809,0.0
1790032676.68,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,812,0.0
1790032676.74,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,816,0.0
1790032676.79,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,819,0.0
1790032676.83,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,822,0.0
1790032676.88,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,825,0.0
1790032676.93,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,828,0.0
1790032676.97,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,831,0.0
1790032677.02,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,834,0.0
1790032677.07,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,837,0.0
1790032677.11,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,840,0.0
1790032677.16,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,843,0.0
1790032677.2,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,846,0.0
1790032677.25,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,849,0.0
1790032677.3,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,852,0.0
1790032677.34,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,855,0.0
1790032677.39,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,858,0.0
1790032677.44,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,861,0.0
1790032677.48,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,864,0.0
1790032677.53,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,867,0.0
1790032677.58,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,870,0.0
1790032677.62,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,873,0.0
1790032677.67,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,876,0.0
1790032677.71,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,879,0.0
1790032677.76,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,882,0.0
1790032677.81,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,885,0.0
1790032677.85,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,888,0.0
1790032677.9,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,891,0.0
1790032677.95,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,894,0.0
1790032678.0,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,897,0.0
1790032678.04,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,900,0.0
1790032678.09,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,903,0.0
1790032678.13,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,906,0.0
1790032678.18,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,909,0.0
1790032678.24,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,913,0.0
1790032678.29,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,916,0.0
1790032678.34,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,919,0.0
1790032678.38,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,922,0.0
1790032678.43,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,925,0.0
1790032678.49,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,929,0.0
1790032678.54,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,932,0.0
1790032678.58,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,935,0.0
1790032678.63,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,938,0.0
1790032678.68,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,941,0.0
1790032678.72,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,944,0.0
1790032678.77,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,947,0.0
1790032678.82,0,GUIDED,0.0,0.0,12.34,0.0,0.0,0.0,33.92,-118.4,950,0.0
1790032678.86,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,953,0.0
1790032678.91,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,956,0.0
1790032678.96,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,959,0.0
1790032679.0,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,962,0.0
1790032679.05,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,965,0.0
1790032679.09,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,968,0.0
1790032679.14,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,971,0.0
1790032679.19,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,974,0.0
1790032679.23,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,977,0.0
1790032679.28,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,980,0.0
1790032679.33,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,983,0.0
1790032679.37,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,986,0.0
1790032679.42,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,989,0.0
1790032679.46,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,992,0.0
1790032679.51,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,995,0.0
1790032679.56,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,998,0.0
1790032679.6,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,1001,0.0
1790032679.65,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,1004,0.0
1790032679.7,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,1007,0.0
1790032679.74,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,1010,0.0
1790032679.8,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,1014,0.0
1790032679.85,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,1017,0.0
1790032679.9,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,1020,0.0
1790032679.94,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,1023,0.0
1790032679.99,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,1026,0.0
1790032680.03,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,1029,0.0
1790032680.08,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,1032,0.0
1790032680.13,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,1035,0.0
1790032680.17,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,1038,0.0
1790032680.22,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,1041,0.0
1790032680.27,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,1044,0.0
1790032680.31,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,1047,0.0
1790032680.36,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,1050,0.0
1790032680.41,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,1053,0.0
1790032680.45,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,1056,0.0
1790032680.5,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,1059,0.0
1790032680.55,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,1062,0.0
1790032680.59,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,1065,0.0
1790032680.64,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,1068,0.0
1790032680.68,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,1071,0.0
1790032680.73,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,1074,0.0
1790032680.78,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,1077,0.0
1790032680.82,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,1080,0.0
1790032680.87,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,1083,0.0
1790032680.92,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,1086,0.0
1790032680.96,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,1089,0.0
1790032681.01,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,1092,0.0
1790032681.06,0,GUIDED,0.0,0.0,12.33,0.0,0.0,0.0,33.92,-118.4,1095,0.0
1790032681.1,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1098,0.0
1790032681.15,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1101,0.0
1790032681.2,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1104,0.0
1790032681.24,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1107,0.0
1790032681.29,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1110,0.0
1790032681.34,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1113,0.0
1790032681.38,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1116,0.0
1790032681.43,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1119,0.0
1790032681.48,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1122,0.0
1790032681.54,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1126,0.0
1790032681.58,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1129,0.0
1790032681.63,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1132,0.0
1790032681.68,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1135,0.0
1790032681.72,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1138,0.0
1790032681.77,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1141,0.0
1790032681.82,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1143,0.0
1790032681.86,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1146,0.0
1790032681.91,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1149,0.0
1790032681.96,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1152,0.0
1790032682.01,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1155,0.0
1790032682.05,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1158,0.0
1790032682.1,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1161,0.0
1790032682.15,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1164,0.0
1790032682.19,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1167,0.0
1790032682.24,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1170,0.0
1790032682.28,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1173,0.0
1790032682.33,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1176,0.0
1790032682.38,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1179,0.0
1790032682.42,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1182,0.0
1790032682.47,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1185,0.0
1790032682.52,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1188,0.0
1790032682.56,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1191,0.0
1790032682.61,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1194,0.0
1790032682.66,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1197,0.0
1790032682.7,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1200,0.0
1790032682.75,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1203,0.0
1790032682.79,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1206,0.0
1790032682.84,0,GUIDED,0.0,0.0,12.32,0.0,0.0,0.0,33.92,-118.4,1209,0.0
